LP;Zawodnik;AVG - zawodnik;Przeciwnik;AVG - przeciwnik;Wynik;Faza;Turniej;Data
5714;Ritchie Edhouse;87.99438202247191;Luke Woodhouse;88.02272727272727;"6;5";L48;German Darts Championship;30.08.2024
5715;Max Hopp;86.67153284671534;Jose de Sousa;83.81679389312977;"6;2";L48;German Darts Championship;30.08.2024
5716;James Wade;91.73239436619718;Maik Kuivenhoven;84.69718309859155;"6;3";L48;German Darts Championship;30.08.2024
5717;Dom Taylor;96.02608695652174;Raymond van Barneveld;89.54867256637169;"6;2";L48;German Darts Championship;30.08.2024
5718;Peter Wright;95.15492957746478;Niko Springer;95.69565217391303;"6;4";L48;German Darts Championship;30.08.2024
5719;Jonny Clayton;90.7810650887574;Martin Lukeman;90.03550295857988;"6;5";L48;German Darts Championship;30.08.2024
5720;Simon Whitlock;92.65540540540542;Callan Rydz;85.66;"6;4";L48;German Darts Championship;30.08.2024
5721;Mensur Suljovic;102.42857142857144;Dimitri van den Bergh;99.87272727272727;"6;2";L48;German Darts Championship;30.08.2024
5722;Gian van Veen;102.65322580645162;Robert Owen;93.67741935483872;"6;3";L32;German Darts Championship;31.08.2024
5723;Andrew Gilding;92.22302158273382;Ryan Joyce;90.84444444444445;"6;3";L32;German Darts Championship;31.08.2024
5724;Daryl Gurney;92.86607142857143;Stephen Burton;83.80733944954129;"6;1";L32;German Darts Championship;31.08.2024
5725;Chris Dobey;110.63551401869158;Mickey Mansell;98.6504854368932;"6;2";L32;German Darts Championship;31.08.2024
5726;Nick Kenny;84.83720930232559;Ross Smith;91.08771929824562;"6;5";L32;German Darts Championship;31.08.2024
5727;Danny Noppert;94.25675675675676;Dirk van Duijvenbode;91.12244897959184;"6;4";L32;German Darts Championship;31.08.2024
5728;Ryan Searle;96.65753424657535;Jonny Clayton;92.06896551724138;"6;4";L32;German Darts Championship;31.08.2024
5729;Damon Heta;93.624;Ritchie Edhouse;91.59677419354838;"6;2";L32;German Darts Championship;31.08.2024
